experience_level,job_title,salary_in_usd,employee_residence,remote_ratio
MI,Data Analyst,155000,US,0
MI,Data Analyst,140000,US,0
EX,Data Engineer,167500,US,0
EX,Data Engineer,106500,US,0
SE,Data Architect,188500,US,100
SE,Data Architect,117000,US,100
SE,Data Analyst,250000,US,100
SE,Data Analyst,138000,US,100
MI,Data Analyst,130000,CA,100
MI,Data Analyst,100000,CA,100
SE,Deep Learning Researcher,123405,DE,0
SE,Data Engineer,140000,US,0
SE,Data Engineer,120000,US,0
SE,Bi Analyst,160000,US,0
SE,Bi Analyst,135000,US,0
MI,Data Scientist,104500,US,0
MI,Data Scientist,70000,US,0
MI,Data Scientist,90000,US,0
MI,Data Scientist,70000,US,0
SE,Data Engineer,153600,US,100
SE,Data Engineer,106800,US,100
EN,Data Engineer,125000,US,0
EN,Data Engineer,90000,US,0
MI,Research Scientist,185000,US,100
MI,Research Scientist,125000,US,100
SE,Data Analyst,127000,US,100
SE,Data Analyst,94000,US,100
SE,Data Scientist,210550,US,0
SE,Data Scientist,153300,US,0
MI,Data Scientist,200000,US,100
MI,Data Scientist,150000,US,100
SE,Data Analyst,161500,US,100
SE,Data Analyst,119500,US,100
SE,Data Analyst,175000,US,0
SE,Data Analyst,145000,US,0
SE,Data Scientist,175000,US,0
SE,Data Scientist,148750,US,0
SE,Data Analyst,105000,US,0
SE,Data Analyst,85000,US,0
SE,Research Scientist,215000,US,0
SE,Research Scientist,146300,US,0
EN,AI Programmer,214618,DE,100
MI,Data Engineer,72000,MX,100
MI,Data Engineer,60000,MX,100
SE,Machine Learning Engineer,153400,US,0
SE,Machine Learning Engineer,122700,US,0
MI,Data Engineer,260000,US,0
MI,Data Engineer,175000,US,0
SE,Data Scientist,186300,US,100
SE,Data Scientist,123900,US,100
MI,Research Scientist,340000,US,100
MI,Research Scientist,150000,US,100
SE,Machine Learning Engineer,153400,US,0
SE,Machine Learning Engineer,122700,US,0
MI,Data Engineer,250000,US,0
MI,Data Engineer,175000,US,0
MI,Data Scientist,64385,FR,50
SE,Data Analyst,185900,US,0
SE,Data Analyst,121700,US,0
SE,Data Analyst,153600,US,0
SE,Data Analyst,106800,US,0
EN,Data Analyst,100000,UZ,100
SE,Machine Learning Engineer,247500,US,0
SE,Machine Learning Engineer,172200,US,0
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Analyst,125000,US,0
SE,Data Analyst,110000,US,0
EN,Data Analyst,150000,US,0
EN,Data Analyst,100000,US,0
SE,Data Scientist,149076,US,0
SE,Data Scientist,82365,US,0
MI,Data Engineer,146000,US,0
MI,Data Engineer,75000,US,0
SE,Machine Learning Engineer,139500,US,0
SE,Machine Learning Engineer,109400,US,0
SE,Data Engineer,139500,US,0
SE,Data Engineer,109400,US,0
MI,Data Engineer,149600,US,0
MI,Data Engineer,102000,US,0
MI,Data Analyst,97218,GB,0
MI,Data Analyst,48609,GB,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
SE,Data Analyst,95000,US,0
SE,Data Analyst,85500,US,0
SE,Data Analyst,185900,US,0
SE,Data Analyst,121700,US,0
EN,Research Scientist,150000,US,0
EN,Research Scientist,100000,US,0
MI,Data Engineer,145000,US,0
MI,Data Engineer,125000,US,0
MI,Data Scientist,150000,US,100
MI,Data Scientist,97750,US,100
SE,Data Scientist,201000,US,0
SE,Data Scientist,122000,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
SE,Data Analyst,120000,US,100
SE,Data Analyst,75000,US,100
MI,Data Scientist,116990,US,100
MI,Data Scientist,82920,US,100
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
MI,Machine Learning Engineer,200000,US,0
MI,Machine Learning Engineer,125000,US,0
SE,Data Scientist,201000,US,0
SE,Data Scientist,122000,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Manager,155000,US,0
SE,Data Manager,140000,US,0
MI,Machine Learning Engineer,205920,US,0
MI,Machine Learning Engineer,171600,US,0
SE,Data Engineer,121500,US,100
SE,Data Engineer,78000,US,100
MI,Data Engineer,154000,US,0
MI,Data Engineer,116000,US,0
SE,Data Scientist,190000,US,0
SE,Data Scientist,136000,US,0
MI,Data Analyst,78990,GB,100
MI,Data Analyst,43809,GB,100
SE,Data Analyst,180000,US,0
SE,Data Analyst,110000,US,0
SE,Data Scientist,275300,US,100
SE,Data Scientist,183000,US,100
SE,Data Engineer,170000,US,0
SE,Data Engineer,140000,US,0
SE,Data Engineer,154000,US,0
SE,Data Engineer,116000,US,0
SE,Data Engineer,160000,US,100
SE,Data Engineer,130000,US,100
MI,Data Engineer,200000,US,0
MI,Data Engineer,120000,US,0
SE,Data Scientist,175000,US,100
SE,Data Scientist,160000,US,100
MI,Data Engineer,127599,GB,0
MI,Data Engineer,103294,GB,0
SE,Data Engineer,153600,US,0
SE,Data Engineer,106800,US,0
EN,Data Analyst,85000,US,100
EN,Data Analyst,75000,US,100
SE,Data Scientist,225000,US,0
SE,Data Scientist,156400,US,0
SE,Analytics Engineer,150000,US,0
SE,Analytics Engineer,120000,US,0
SE,Machine Learning Engineer,163800,US,0
SE,Machine Learning Engineer,126000,US,0
SE,Data Analyst,145000,US,100
SE,Data Analyst,90000,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Analyst,95000,US,0
SE,Data Analyst,85500,US,0
SE,Data Engineer,167500,US,0
SE,Data Engineer,106500,US,0
SE,Data Engineer,163800,US,0
SE,Data Engineer,126000,US,0
MI,Data Analyst,155000,US,0
MI,Data Analyst,140000,US,0
SE,Research Scientist,250000,US,0
SE,Research Scientist,200000,US,0
SE,Data Scientist,260000,US,0
SE,Data Scientist,186000,US,0
SE,Data Engineer,160000,US,100
SE,Data Engineer,130000,US,100
SE,Research Scientist,200000,US,0
SE,Research Scientist,150000,US,0
SE,Data Scientist,48289,ES,0
SE,Data Scientist,38631,ES,0
SE,Data Scientist,150000,US,0
SE,Data Scientist,120000,US,0
EN,Data Analyst,30000,IN,50
MI,Research Scientist,185000,US,0
MI,Research Scientist,125000,US,0
MI,Data Analyst,9289,BR,100
SE,Head of Data,75116,PT,100
EX,Data Scientist,106000,UZ,0
SE,Data Analyst,175000,US,100
SE,Data Analyst,130000,US,100
SE,Data Analyst,122000,US,100
SE,Data Analyst,93800,US,100
SE,Data Scientist,150000,MX,100
SE,Data Scientist,90000,MX,100
SE,Data Analyst,165000,US,100
SE,Data Analyst,112000,US,100
EN,Computer Vision Engineer,220000,US,0
SE,Data Analyst,71897,DE,100
EN,AI Programmer,64385,DE,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Analyst,15806,IN,100
MI,Machine Learning Engineer,200000,US,0
MI,Machine Learning Engineer,175000,US,0
SE,Data Engineer,185900,US,0
SE,Data Engineer,129300,US,0
SE,Data Analyst,185900,US,0
SE,Data Analyst,121700,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
MI,Data Scientist,40000,FR,50
SE,Data Scientist,29453,TH,50
SE,Data Analyst,180180,US,0
SE,Data Analyst,106020,US,0
SE,Data Scientist,136000,US,100
SE,Data Scientist,104000,US,100
SE,Data Analyst,125000,US,0
SE,Data Analyst,110000,US,0
SE,Machine Learning Engineer,153400,US,0
SE,Machine Learning Engineer,122700,US,0
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Analyst,152380,US,0
SE,Data Analyst,121904,US,0
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Machine Learning Engineer,247500,US,0
SE,Machine Learning Engineer,172200,US,0
SE,Data Architect,168400,US,0
SE,Data Architect,105200,US,0
SE,Machine Learning Engineer,128280,US,0
SE,Machine Learning Engineer,106900,US,0
SE,Data Scientist,192000,US,100
MI,Data Engineer,140000,US,0
MI,Data Engineer,100000,US,0
SE,Research Engineer,107309,DE,100
SE,Research Engineer,85847,DE,100
SE,Machine Learning Engineer,275000,DE,0
SE,Machine Learning Engineer,174000,DE,0
SE,Data Engineer,139500,US,0
SE,Data Engineer,109400,US,0
SE,Machine Learning Engineer,139500,US,0
SE,Machine Learning Engineer,109400,US,0
SE,Data Analyst,170500,US,100
SE,Data Analyst,85000,US,100
SE,Data Manager,72946,GB,0
SE,Data Manager,54365,GB,0
EX,Data Scientist,160288,GB,0
EX,Data Scientist,127467,GB,0
SE,Data Engineer,80000,US,0
SE,Data Engineer,65000,US,0
SE,Data Engineer,124740,US,0
SE,Data Engineer,65488,US,0
SE,Data Analyst,72200,US,0
SE,Data Analyst,64980,US,0
SE,Data Engineer,153600,US,0
SE,Data Engineer,106800,US,0
SE,Data Analyst,179975,US,100
SE,Data Analyst,86466,US,100
SE,Data Engineer,120000,US,0
SE,Data Engineer,90000,US,0
MI,Insight Analyst,51039,GB,0
MI,Insight Analyst,42533,GB,0
SE,Data Scientist,149076,US,0
SE,Data Scientist,82365,US,0
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
SE,Data Scientist,175000,US,0
SE,Data Scientist,120000,US,0
SE,Data Analyst,230000,US,0
SE,Data Analyst,180000,US,0
SE,Data Analyst,153600,US,0
SE,Data Analyst,106800,US,0
SE,Data Manager,140000,US,0
SE,Data Manager,120000,US,0
SE,Machine Learning Engineer,205920,US,0
SE,Machine Learning Engineer,171600,US,0
SE,Data Analyst,165000,US,100
SE,Data Analyst,125000,US,100
SE,Data Engineer,265000,US,0
SE,Data Engineer,185000,US,0
MI,Machine Learning Engineer,130000,US,0
EN,Data Scientist,168000,US,100
MI,AI Programmer,38631,ES,50
SE,Data Analyst,95000,US,0
SE,Data Analyst,85500,US,0
SE,Data Scientist,147100,US,0
SE,Data Scientist,90700,US,0
SE,Data Engineer,167580,US,0
SE,Data Engineer,87980,US,0
SE,Data Engineer,202000,US,100
SE,Data Engineer,135000,US,100
SE,Data Engineer,163800,US,0
SE,Data Engineer,126000,US,0
SE,Machine Learning Engineer,163800,US,0
SE,Machine Learning Engineer,126000,US,0
SE,Data Engineer,104000,US,100
SE,Data Engineer,65000,US,100
SE,Research Engineer,230000,US,0
SE,Research Engineer,148000,US,0
SE,Machine Learning Engineer,269000,CA,100
SE,Machine Learning Engineer,158000,CA,100
SE,Analytics Engineer,197000,US,0
SE,Analytics Engineer,106000,US,0
MI,Deep Learning Engineer,150000,US,100
MI,Deep Learning Engineer,100000,US,100
SE,Data Engineer,290000,US,100
SE,Data Engineer,210000,US,100
SE,Data Engineer,192000,US,0
SE,Data Engineer,172800,US,0
SE,Data Scientist,300240,US,0
SE,Data Scientist,200160,US,0
SE,Data Scientist,300240,US,0
SE,Data Scientist,200160,US,0
SE,Analytics Engineer,175000,US,0
SE,Analytics Engineer,140000,US,0
SE,Data Manager,169000,US,0
SE,Data Manager,100000,US,0
SE,Data Scientist,370000,US,0
SE,Data Scientist,245000,US,0
MI,Data Engineer,115447,GB,100
SE,Data Analyst,110000,US,100
SE,Data Analyst,80000,US,100
EN,Data Analyst,55000,US,0
EN,Data Analyst,48000,US,0
SE,Data Analyst,95000,US,0
SE,Data Analyst,85000,US,0
SE,Data Engineer,137500,US,100
SE,Data Engineer,81500,US,100
SE,Machine Learning Engineer,323300,US,0
SE,Machine Learning Engineer,184700,US,0
MI,AI Programmer,30000,GH,0
SE,Machine Learning Engineer,186000,US,100
SE,Machine Learning Engineer,153088,US,100
MI,Data Engineer,190000,US,100
MI,Data Engineer,160000,US,100
SE,Machine Learning Engineer,200000,US,100
SE,Machine Learning Engineer,150000,US,100
MI,Data Engineer,190000,US,0
MI,Data Engineer,183310,US,0
SE,Machine Learning Engineer,240000,US,100
SE,Machine Learning Engineer,180000,US,100
SE,Machine Learning Engineer,200000,US,100
SE,Machine Learning Engineer,150000,US,100
SE,Data Scientist,299500,US,0
SE,Data Scientist,245100,US,0
SE,Data Engineer,144000,US,100
SE,Data Engineer,66000,US,100
MI,Machine Learning Engineer,148500,US,0
MI,Machine Learning Engineer,126277,US,0
SE,Data Architect,228000,US,0
SE,Data Architect,120000,US,0
SE,Machine Learning Engineer,180000,US,0
SE,Machine Learning Engineer,90000,US,0
SE,Data Scientist,126500,US,0
SE,Data Scientist,78000,US,0
SE,Data Engineer,180000,US,0
SE,Data Engineer,160000,US,0
SE,Machine Learning Engineer,272000,US,0
SE,Machine Learning Engineer,170000,US,0
MI,Data Analyst,80000,US,0
MI,Data Analyst,60000,US,0
SE,Data Engineer,259000,US,100
SE,Data Engineer,146000,US,100
SE,Data Engineer,200000,US,0
SE,Data Engineer,160000,US,0
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Analyst,142000,US,100
SE,Data Analyst,95000,US,100
SE,Data Scientist,155000,US,0
SE,Data Scientist,139500,US,0
MI,Data Engineer,140000,US,100
MI,Data Engineer,120000,US,100
SE,Data Engineer,259000,US,100
SE,Data Engineer,146000,US,100
MI,Data Analyst,109371,HR,0
MI,Data Analyst,72914,HR,0
EN,Data Scientist,19522,BR,100
SE,Data Scientist,247500,US,0
SE,Data Scientist,172200,US,0
SE,Data Scientist,225000,US,0
SE,Data Scientist,156400,US,0
SE,Data Engineer,139500,US,0
SE,Data Engineer,109400,US,0
MI,Data Engineer,125000,US,0
MI,Data Engineer,90000,US,0
SE,Machine Learning Engineer,107309,FR,100
SE,Machine Learning Engineer,75116,FR,100
SE,Data Scientist,185900,US,0
SE,Data Scientist,129300,US,0
SE,Machine Learning Engineer,139500,US,0
SE,Machine Learning Engineer,109400,US,0
SE,Data Analyst,120000,US,100
SE,Data Analyst,75000,US,100
SE,Data Analyst,169000,US,0
SE,Data Analyst,110600,US,0
SE,Machine Learning Engineer,288000,US,100
SE,Machine Learning Engineer,140000,US,100
SE,Machine Learning Engineer,288000,US,100
SE,Machine Learning Engineer,140000,US,100
MI,Data Engineer,120000,US,0
MI,Data Engineer,90000,US,0
MI,Data Scientist,72914,GB,0
MI,Data Scientist,60761,GB,0
SE,Data Scientist,215050,US,100
SE,Data Scientist,156400,US,100
SE,Data Architect,198000,US,100
SE,Data Architect,114000,US,100
EN,Data Analyst,75000,US,100
EN,Data Analyst,60000,US,100
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Scientist,209300,US,100
SE,Data Scientist,182200,US,100
SE,Data Manager,140000,US,0
SE,Data Manager,120000,US,0
EN,Data Scientist,85000,US,0
MI,Machine Learning Engineer,48609,GB,100
EN,Research Engineer,120000,GB,100
EN,Research Engineer,60000,GB,100
SE,Machine Learning Engineer,147100,US,0
SE,Machine Learning Engineer,90700,US,0
SE,Data Engineer,230000,US,0
SE,Data Engineer,170000,US,0
SE,Data Analyst,227000,US,0
SE,Data Analyst,108000,US,0
SE,Data Engineer,180000,US,100
SE,Data Engineer,160000,US,100
SE,Data Architect,180000,US,100
SE,Data Architect,160000,US,100
SE,Data Engineer,180000,US,0
SE,Data Engineer,130000,US,0
SE,Data Analyst,55800,ES,100
SE,Data Analyst,51508,ES,100
EN,Data Analyst,60000,US,100
EN,Data Analyst,50000,KW,50
SE,Data Engineer,226700,US,0
SE,Data Engineer,133300,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
SE,Data Architect,151902,GB,100
EN,Data Scientist,9727,IN,0
SE,Data Analyst,80000,US,0
SE,Data Analyst,52500,US,0
SE,Data Engineer,250000,US,100
SE,Data Engineer,162500,US,100
EN,Data Analyst,85000,US,100
EN,Data Analyst,75000,US,100
SE,Data Analyst,153600,US,0
SE,Data Analyst,106800,US,0
MI,Data Analyst,165000,US,0
MI,Data Analyst,124000,US,0
SE,Data Analyst,115934,US,100
SE,Data Analyst,81666,US,100
SE,Data Engineer,167580,US,0
SE,Data Engineer,87980,US,0
SE,Data Engineer,250000,US,100
SE,Data Engineer,63000,US,100
SE,Research Scientist,253750,ES,0
SE,Research Scientist,169200,ES,0
SE,Research Scientist,253750,ES,0
SE,Research Scientist,169200,ES,0
MI,Data Scientist,170000,US,0
MI,Data Scientist,120000,US,0
SE,Data Engineer,124740,US,0
SE,Data Engineer,65488,US,0
SE,Data Engineer,213580,US,100
SE,Data Engineer,163625,US,100
EN,Data Engineer,12000,VN,0
SE,Machine Learning Engineer,375000,US,100
SE,Data Engineer,101943,IE,100
MI,Data Analyst,16414,IN,100
SE,Machine Learning Engineer,220000,US,0
SE,Machine Learning Engineer,170000,US,0
EX,Data Engineer,235000,US,0
EX,Data Engineer,210000,US,0
SE,Data Architect,180000,US,100
SE,Data Architect,115000,US,100
SE,Data Architect,200000,US,100
SE,Data Architect,115000,US,100
SE,Data Scientist,231250,US,100
SE,Data Scientist,138750,US,100
SE,Machine Learning Engineer,284310,US,0
SE,Machine Learning Engineer,153090,US,0
SE,Data Engineer,160000,US,100
SE,Data Engineer,75000,US,100
MI,Data Analyst,125000,US,0
MI,Data Analyst,105000,US,0
MI,Data Analyst,109371,GB,0
MI,Data Analyst,85066,GB,0
EN,Data Analyst,55000,US,0
EN,Data Analyst,48000,US,0
EN,Data Analyst,100000,US,50
SE,Data Scientist,225900,US,0
SE,Data Scientist,156400,US,0
SE,Data Engineer,250000,US,100
SE,Data Engineer,162500,US,100
SE,Machine Learning Engineer,318300,US,100
SE,Machine Learning Engineer,188800,US,100
SE,Data Analyst,385000,US,0
SE,Data Analyst,60000,US,0
MI,Data Analyst,110000,US,100
MI,Data Analyst,95000,US,100
SE,Data Scientist,145000,US,100
SE,Data Scientist,135000,US,100
SE,Data Analyst,180180,US,0
SE,Data Analyst,106020,US,0
SE,Data Analyst,93919,US,100
SE,Data Analyst,51962,US,100
SE,Data Engineer,241871,US,0
SE,Data Engineer,133832,US,0
SE,Data Scientist,170000,US,100
SE,Data Scientist,90000,US,100
EX,Data Engineer,210914,US,100
EX,Data Engineer,116704,US,100
SE,Data Analyst,192500,US,100
SE,Data Analyst,140000,US,100
SE,Data Scientist,149076,US,0
SE,Data Scientist,82365,US,0
MI,Machine Learning Engineer,36000,MX,100
SE,Data Scientist,175000,US,0
SE,Data Scientist,148750,US,0
SE,Research Scientist,370000,US,0
SE,Research Scientist,200000,US,0
SE,Data Scientist,235000,US,100
SE,Data Scientist,185000,US,100
MI,Machine Learning Engineer,121523,GB,0
MI,Machine Learning Engineer,97218,GB,0
SE,Data Scientist,216100,US,0
SE,Data Scientist,140800,US,0
MI,Machine Learning Engineer,145828,GB,0
MI,Machine Learning Engineer,121523,GB,0
SE,Computer Vision Software Engineer,53654,NL,100
EN,Data Scientist,110000,US,50
SE,Data Engineer,128000,US,0
SE,Data Engineer,81500,US,0
MI,Data Engineer,66837,GB,100
MI,Data Engineer,63192,GB,100
MI,Data Analyst,60761,GB,0
MI,Data Analyst,54685,GB,0
EX,Data Engineer,284000,US,100
EX,Data Engineer,236000,US,100
SE,Research Scientist,248100,CA,0
SE,Research Scientist,145900,CA,0
SE,Research Engineer,155850,US,0
SE,Research Engineer,102544,US,0
MI,Data Scientist,151410,US,100
MI,Data Scientist,115360,US,100
MI,Data Engineer,66531,ES,100
MI,Data Engineer,59020,ES,100
SE,Data Scientist,125686,CA,50
SE,Data Engineer,100000,NL,50
EN,Data Scientist,12767,IN,50
SE,Data Scientist,250000,US,0
SE,Data Scientist,162500,US,0
SE,Data Scientist,185000,GB,0
SE,Data Scientist,120250,GB,0
EN,Data Engineer,26827,DE,100
EN,Data Scientist,180000,US,100
MI,Research Scientist,85000,US,0
MI,Research Scientist,70000,US,0
SE,Bi Developer,135000,US,100
SE,Bi Developer,100000,US,100
EX,Data Analyst,155000,US,0
EX,Data Analyst,140000,US,0
SE,Machine Learning Engineer,204500,US,0
SE,Machine Learning Engineer,142200,US,0
SE,Data Engineer,226700,US,0
SE,Data Engineer,133300,US,0
SE,Data Scientist,225000,US,100
SE,Data Scientist,156400,US,100
SE,Data Engineer,163800,US,0
SE,Data Engineer,126000,US,0
SE,Machine Learning Engineer,163800,US,0
SE,Machine Learning Engineer,126000,US,0
SE,Machine Learning Engineer,220000,US,0
SE,Machine Learning Engineer,150000,US,0
SE,Data Engineer,145000,US,0
SE,Data Engineer,115000,US,0
SE,Data Analyst,204500,US,0
SE,Data Analyst,138900,US,0
MI,Data Engineer,162500,US,0
MI,Data Engineer,130000,US,0
SE,Data Engineer,150000,US,100
SE,Data Engineer,107000,US,100
EX,Data Engineer,175000,US,0
EX,Data Engineer,110000,US,0
SE,Data Engineer,226700,US,0
SE,Data Engineer,133300,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
SE,Machine Learning Engineer,150000,US,0
SE,Machine Learning Engineer,125000,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
SE,Data Scientist,225000,US,0
SE,Data Scientist,156400,US,0
MI,Research Scientist,23000,IN,100
MI,Machine Learning Engineer,110000,US,100
SE,Data Engineer,265000,US,100
SE,Data Engineer,182750,US,100
MI,Data Analyst,130000,US,0
MI,Data Analyst,100000,US,0
SE,Data Analyst,153600,US,0
SE,Data Analyst,106800,US,0
SE,Data Engineer,137500,US,0
SE,Data Engineer,81500,US,0
EX,Data Scientist,314100,US,0
EX,Data Scientist,195800,US,0
SE,Research Scientist,205000,US,0
SE,Research Scientist,180000,US,0
SE,Data Scientist,165000,US,100
SE,Data Scientist,144000,US,100
EN,Bi Developer,160000,US,0
EN,Bi Developer,100000,US,0
EX,Data Engineer,200000,US,0
EX,Data Engineer,145000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Manager,199000,US,0
SE,Data Manager,112000,US,0
SE,Data Scientist,105000,US,0
SE,Data Scientist,70000,US,0
EN,Data Engineer,130000,SE,100
SE,Data Analyst,180180,US,0
SE,Data Analyst,106020,US,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
SE,Data Scientist,183000,US,0
SE,Data Scientist,134000,US,0
SE,Machine Learning Engineer,220000,US,0
SE,Machine Learning Engineer,150000,US,0
SE,Research Scientist,350000,US,0
SE,Research Scientist,262500,US,0
SE,Data Analyst,122000,US,0
SE,Data Analyst,94000,US,0
SE,Machine Learning Engineer,276000,US,0
SE,Machine Learning Engineer,184000,US,0
EX,Data Engineer,310000,US,100
EX,Data Engineer,239000,US,100
SE,Data Scientist,225000,US,100
SE,Data Scientist,156400,US,100
MI,Machine Learning Engineer,180000,US,100
MI,Machine Learning Engineer,150000,US,100
SE,Data Scientist,228000,US,0
SE,Data Scientist,152000,US,0
SE,Data Scientist,209450,US,100
SE,Data Scientist,158677,US,100
SE,Data Analyst,175000,US,0
SE,Data Analyst,145000,US,0
SE,Data Engineer,240000,US,0
SE,Data Engineer,170000,US,0
MI,Data Analyst,103200,US,0
MI,Data Analyst,61200,US,0
MI,Data Scientist,155000,US,100
EN,Data Engineer,66970,SG,50
SE,Data Scientist,63312,CY,50
SE,Data Scientist,237000,US,100
SE,Data Scientist,145000,US,100
SE,Data Scientist,240000,US,100
SE,Data Scientist,139000,US,100
SE,Data Architect,174500,US,0
SE,Data Architect,113000,US,0
SE,Data Analyst,130000,US,100
SE,Data Analyst,87000,US,100
SE,Data Analyst,160000,US,100
SE,Data Analyst,108000,US,100
SE,Data Engineer,165000,US,100
SE,Data Engineer,107250,US,100
SE,Data Engineer,300000,US,0
SE,Data Engineer,119000,US,0
SE,Data Scientist,285800,US,100
SE,Data Scientist,154600,US,100
MI,Data Scientist,60795,IN,50
EN,Data Analyst,30000,AR,100
MI,Data Scientist,220000,US,0
MI,Data Scientist,195000,US,0
SE,Data Manager,168400,US,0
SE,Data Manager,105200,US,0
MI,Data Analyst,206000,US,0
MI,Data Analyst,160000,US,0
SE,Analytics Engineer,200000,US,100
SE,Analytics Engineer,175000,US,100
SE,Analytics Engineer,231250,US,100
SE,Analytics Engineer,138750,US,100
SE,Data Engineer,153000,CA,100
SE,Data Engineer,94000,CA,100
SE,Data Engineer,240500,US,0
SE,Data Engineer,123700,US,0
SE,Data Engineer,160000,US,100
SE,Data Engineer,90000,US,100
EN,Data Scientist,124234,US,0
EN,Data Scientist,74540,US,0
MI,Data Analyst,109000,US,0
MI,Data Analyst,79000,US,0
SE,Machine Learning Engineer,84053,FR,50
MI,Machine Learning Engineer,50000,AM,0
SE,Data Scientist,275300,US,100
SE,Data Scientist,183500,US,100
SE,Data Scientist,275300,US,100
SE,Data Scientist,183500,US,100
SE,Data Analyst,160000,US,100
SE,Data Analyst,125600,US,100
SE,Data Engineer,170000,US,0
SE,Data Engineer,120000,US,0
SE,Data Engineer,225000,US,0
SE,Data Engineer,140000,US,0
SE,Data Analyst,141290,US,0
SE,Data Analyst,74178,US,0
SE,Data Scientist,150000,US,0
SE,Data Scientist,120000,US,0
SE,Data Engineer,85000,US,100
SE,Data Engineer,75000,US,100
SE,Data Engineer,220000,US,0
SE,Data Engineer,160000,US,0
SE,Data Engineer,205600,US,100
SE,Data Engineer,107500,US,100
MI,Data Engineer,120000,US,0
MI,Data Engineer,95000,US,0
SE,Data Engineer,185900,US,0
SE,Data Engineer,129300,US,0
SE,Data Engineer,160000,US,100
SE,Data Engineer,130000,US,100
EN,Data Scientist,12888,IN,50
MI,Data Engineer,250000,US,0
MI,Data Engineer,175000,US,0
SE,Data Scientist,136000,US,100
SE,Data Scientist,104000,US,100
MI,Data Analyst,80000,US,0
MI,Data Analyst,52500,US,0
SE,Data Scientist,110000,US,100
SE,Data Scientist,84000,US,100
SE,Bi Analyst,125000,US,0
SE,Bi Analyst,110000,US,0
MI,Data Analyst,90000,US,0
MI,Data Analyst,80000,US,0
SE,Machine Learning Engineer,200000,US,0
SE,Machine Learning Engineer,135000,US,0
EN,Data Analyst,48000,US,50
EN,AI Programmer,120000,BA,50
SE,Data Engineer,130000,US,0
SE,Data Engineer,75000,US,0
SE,Data Engineer,252000,US,0
SE,Data Engineer,129000,US,0
MI,Data Analyst,150000,US,0
MI,Data Analyst,100000,US,0
SE,Data Engineer,226700,US,0
SE,Data Engineer,133300,US,0
SE,Data Scientist,190000,US,0
SE,Data Scientist,165000,US,0
SE,Data Engineer,170000,US,100
SE,Data Engineer,150000,US,100
MI,Data Engineer,150000,US,0
MI,Data Engineer,130000,US,0
SE,Data Scientist,225000,US,0
SE,Data Scientist,156400,US,0
SE,Computer Vision Engineer,200000,US,100
MI,Data Scientist,80000,KE,100
EN,Data Analyst,12877,GR,50
EN,AI Programmer,6304,MK,0
MI,Data Analyst,17509,IN,50
SE,Data Scientist,257000,US,0
SE,Data Scientist,134000,US,0
SE,Data Scientist,77262,LV,0
SE,Data Scientist,38631,LV,0
SE,Data Engineer,205600,US,0
SE,Data Engineer,105700,US,0
SE,Bi Developer,140000,US,100
SE,Bi Developer,110000,US,100
SE,Data Scientist,299500,US,0
SE,Data Scientist,245100,US,0
SE,Research Scientist,210000,US,0
SE,Research Scientist,151800,US,0
MI,Data Scientist,53654,RO,50
SE,Data Analyst,51508,ES,0
SE,Data Analyst,40777,ES,0
SE,Data Analyst,51508,ES,0
SE,Data Analyst,40777,ES,0
EN,Data Engineer,160000,US,0
EN,Data Engineer,135000,US,0
MI,Data Engineer,120000,US,100
MI,Data Engineer,95000,US,100
SE,Data Engineer,250000,US,100
SE,Data Engineer,63000,US,100
SE,Data Scientist,237000,US,100
SE,Data Scientist,145000,US,100
SE,Data Scientist,130000,US,100
SE,Data Scientist,90000,US,100
MI,Data Analyst,120000,US,100
MI,Data Analyst,100000,US,100
SE,Data Architect,174500,US,0
SE,Data Architect,113000,US,0
MI,Data Scientist,183310,US,0
MI,Data Scientist,183310,US,0
SE,Data Analyst,145000,US,100
SE,Data Analyst,102500,US,100
SE,Data Scientist,210000,US,0
SE,Data Scientist,185000,US,0
SE,Data Architect,174500,US,0
